number,title,arc,series,japanese_air_date,english_air_date,filler_status,characters
68,Zero Hour! The Konoha Crush Begins!,Konoha Crush (Arc),Naruto,"January 28, 2004","January 06, 2007",Canon,"['Sasuke Uchiha', 'Sakura Haruno', 'Kakashi Hatake', 'Gaara', 'Hiruzen Sarutobi', 'Orochimaru', 'Rasa', 'Baki', 'Temari', 'Kankurō', 'Iruka', 'Konohamaru', 'Might Guy', 'Genma Shiranui', 'Raidō Namiashi', 'Ibiki Morino', 'Moegi', 'Udon', 'Kidōmaru', 'Sakon', 'Tayuya', 'Jirōbō']"
69,Village in Distress: A New A-Ranked Mission!,Konoha Crush (Arc),Naruto,"February 04, 2004","January 13, 2007",Mixed,"['Naruto Uzumaki', 'Sasuke Uchiha', 'Sakura Haruno', 'Kakashi Hatake', 'Shikamaru Nara', 'Pakkun', 'Iruka', 'Konohamaru', 'Moegi', 'Udon', 'Hiruzen Sarutobi', 'First Hokage', 'Second Hokage', 'Might Guy', 'Orochimaru', 'Kabuto Yakushi', 'Kidōmaru', 'Sakon', 'Jirōbō', 'Zō']"
70,A Shirker's Call to Action: A Layabout No More!,Konoha Crush (Arc),Naruto,"February 11, 2004","January 20, 2007",Mixed,"['Naruto Uzumaki', 'Sasuke Uchiha', 'Sakura Haruno', 'Pakkun', 'Shikamaru Nara', 'Asuma Sarutobi', 'Temari', 'Kankurō', 'Orochimaru', 'Zō']"
71,An Unrivaled Match: Hokage Battle Royale!,Konoha Crush (Arc),Naruto,"February 18, 2004","January 27, 2007",Mixed,"['Naruto Uzumaki', 'Sasuke Uchiha', 'Sakura Haruno', 'Pakkun', 'Hiruzen Sarutobi', 'First Hokage', 'Second Hokage', 'Enma', 'Orochimaru', 'Temari', 'Kankurō', 'Orochimaru', 'Iruka', 'Konohamaru', 'Moegi']"
72,A Mistake from the Past: A Face Revealed!,Konoha Crush (Arc),Naruto,"February 25, 2004","January 27, 2007",Mixed,"['Naruto Uzumaki', 'Sasuke Uchiha', 'Sakura Haruno', 'Pakkun', 'Hiruzen Sarutobi', 'Second Hokage', 'Enma', 'Temari', 'Kankurō', 'Orochimaru', 'Orochimaru']"
73,Forbidden Secret Technique: Dead Demon Consuming Seal!,Konoha Crush (Arc),Naruto,"March 03, 2004","February 03, 2007",Canon,"['Naruto Uzumaki', 'Sasuke Uchiha', 'Sakura Haruno', 'Pakkun', 'Hiruzen Sarutobi', 'First Hokage', 'Second Hokage', 'Enma', 'Orochimaru', 'Jiraiya', 'Iruka', 'Konohamaru', 'Moegi', 'Udon', 'Temari', 'Kankurō', 'Shino Aburame', 'Ibiki Morino', 'Shinobu Mibu']"
74,Astonishing Truth! Gaara's Identity Emerges!,Konoha Crush (Arc),Naruto,"March 10, 2004","February 10, 2007",Mixed,"['Naruto Uzumaki', 'Sasuke Uchiha', 'Sakura Haruno', 'Pakkun', 'Shino Aburame', 'Kankurō', 'Gaara', 'Temari', 'Orochimaru', 'Hiruzen Sarutobi', 'Enma', 'Iruka', 'Konohamaru', 'Moegi']"
75,Sasuke's Decision: Pushed to the Edge!,Konoha Crush (Arc),Naruto,"March 17, 2004","February 17, 2007",Canon,"['Naruto Uzumaki', 'Sasuke Uchiha', 'Sakura Haruno', 'Kakashi Hatake', 'Gaara', 'Temari', 'Orochimaru', 'Yashamaru', 'Hiruzen Sarutobi', 'Enma']"
76,Assassin of the Moonlit Night,Konoha Crush (Arc),Naruto,"March 24, 2004","February 24, 2007",Canon,"['Naruto Uzumaki', 'Sasuke Uchiha', 'Sakura Haruno', 'Kakashi Hatake', 'Gaara', 'Temari', 'Yashamaru', 'Pakkun', 'Might Guy', 'Orochimaru', 'Kashike']"
77,Light vs. Dark: The Two Faces of Gaara,Konoha Crush (Arc),Naruto,"March 31, 2004","March 03, 2007",Canon,"['Naruto Uzumaki', 'Sasuke Uchiha', 'Sakura Haruno', 'Kakashi Hatake', 'Gaara', 'Temari', 'Yashamaru', 'Hiruzen Sarutobi', 'Orochimaru', 'Iruka', 'Gamakichi']"
78,Naruto's Ninja Handbook,Konoha Crush (Arc),Naruto,"April 07, 2004","March 10, 2007",Canon,"['Naruto Uzumaki', 'Sasuke Uchiha', 'Sakura Haruno', 'Gaara', 'Temari', 'Pakkun', 'Gamabunta', 'Shukaku of the Sand', 'Gamakichi', 'Haku']"
79,Beyond the Limit of Darkness and Light,Konoha Crush (Arc),Naruto,"April 14, 2004","March 17, 2007",Canon,"['Naruto Uzumaki', 'Sasuke Uchiha', 'Sakura Haruno', 'Kakashi Hatake', 'Gaara', 'Hiruzen Sarutobi', 'Orochimaru', 'Enma', 'Might Guy', 'Temari', 'Shino Aburame', 'Iruka', 'Konohamaru', 'Moegi', 'Udon', 'Anko Mitarashi', 'Ayame', 'Shikaku Nara', 'Chōza Akimichi', 'Inoichi Yamanaka', 'Hiashi Hyūga', 'Shibi Aburame', 'Tsume Inuzuka', 'Gamabunta', 'Shukaku of the Sand', 'Gamakichi', 'Pakkun', 'Yūgao Uzuki', 'Kuromaru', 'Sajin']"
80,"The Third Hokage, Forever…",Konoha Crush (Arc),Naruto,"April 21, 2004","March 24, 2007",Canon,"['Naruto Uzumaki', 'Sasuke Uchiha', 'Sakura Haruno', 'Gaara', 'Temari', 'Kankurō', 'Kakashi Hatake', 'Iruka', 'Might Guy', 'Asuma Sarutobi', 'Kurenai Yūhi', 'Konohamaru', 'Orochimaru', 'Kabuto Yakushi', 'Kidōmaru', 'Sakon', 'Tayuya', 'Jirōbō', 'Jiraiya', 'Genma Shiranui', 'Homura Mitokado', 'Pakkun', 'Baki', 'Enma', 'Itachi Uchiha', 'Kisame Hoshigaki', 'Haku', 'Yūgao Uzuki', 'Iruka Umino', 'Hiruzen Sarutobi']"
81,Return of the Morning Mist,Search for Tsunade,Naruto,"April 28, 2004","April 07, 2007",Canon,"['Naruto Uzumaki', 'Sasuke Uchiha', 'Kakashi Hatake', 'Itachi Uchiha', 'Kisame Hoshigaki', 'Orochimaru', 'Kabuto Yakushi', 'Jiraiya', 'Homura Mitokado', 'Koharu Utatane', 'Asuma Sarutobi', 'Kurenai Yūhi', 'Konohamaru', 'Moegi', 'Udon', 'Baki', 'Teuchi']"
82,Eye to Eye: Sharingan vs. Sharingan!,Search for Tsunade,Naruto,"May 05, 2004","April 07, 2007",Canon,"['Naruto Uzumaki', 'Sasuke Uchiha', 'Kakashi Hatake', 'Itachi Uchiha', 'Kisame Hoshigaki', 'Asuma Sarutobi', 'Kurenai Yūhi', 'Jiraiya', 'Might Guy']"
83,Jiraiya: Naruto's Potential Disaster!,Search for Tsunade,Naruto,"May 12, 2004","April 14, 2007",Mixed,"['Naruto Uzumaki', 'Sasuke Uchiha', 'Sakura Haruno', 'Kakashi Hatake', 'Jiraiya', 'Itachi Uchiha', 'Kisame Hoshigaki', 'Might Guy', 'Asuma Sarutobi', 'Kurenai Yūhi', 'Hiruzen Sarutobi', 'Teuchi', 'Mebuki Haruno', 'Jiraiya', 'Orochimaru', 'Tsunade']"
84,"Roar, Chidori! Brother vs. Brother!",Search for Tsunade,Naruto,"May 19, 2004","April 21, 2007",Canon,"['Naruto Uzumaki', 'Sasuke Uchiha', 'Jiraiya', 'Itachi Uchiha', 'Kisame Hoshigaki', 'Fugaku Uchiha', 'Mikoto Uchiha', 'Teyaki Uchiha', 'Uruchi Uchiha']"
85,Hate Among the Uchihas: The Last of the Clan!,Search for Tsunade,Naruto,"May 26, 2004","April 28, 2007",Canon,"['Naruto Uzumaki', 'Sasuke Uchiha', 'Jiraiya', 'Itachi Uchiha', 'Kisame Hoshigaki', 'Might Guy', 'Tsunade', 'Shizune']"
86,A New Training Begins: I Will Be Strong!,Search for Tsunade,Naruto,"June 02, 2004","May 05, 2007",Canon,"['Naruto Uzumaki', 'Jiraiya', 'Tsunade', 'Shizune', 'Might Guy', 'Gantetsu (Iwagakure)', 'Chōseki']"
87,Keep on Training: Pop Goes the Water Balloon!,Search for Tsunade,Naruto,"June 09, 2004","May 12, 2007",Canon,"['Naruto Uzumaki', 'Jiraiya']"
88,Focal Point: The Mark of the Leaf,Search for Tsunade,Naruto,"June 16, 2004","May 19, 2007",Canon,"['Naruto Uzumaki', 'Sakura Haruno', 'Jiraiya', 'Tsunade', 'Shizune', 'Iruka', 'Orochimaru', 'Kabuto Yakushi', 'Shikamaru Nara', 'Chōji Akimichi', 'Kiba Inuzuka']"
89,An Impossible Choice: The Pain Within Tsunade's Heart,Search for Tsunade,Naruto,"June 23, 2004","May 26, 2007",Canon,"['Naruto Uzumaki', 'Jiraiya', 'Tsunade', 'Shizune', 'Orochimaru', 'Kabuto Yakushi', 'Chōhan']"
90,Unforgivable! A Total Lack of Respect!,Search for Tsunade,Naruto,"July 07, 2004","June 09, 2007",Canon,"['Naruto Uzumaki', 'Jiraiya', 'Tsunade', 'Shizune', 'Orochimaru', 'Kabuto Yakushi', 'Goshiki']"
91,Inheritance! The Necklace of Death!,Search for Tsunade,Naruto,"July 14, 2004","June 16, 2007",Canon,"['Naruto Uzumaki', 'Jiraiya', 'Tsunade', 'Shizune', 'Orochimaru', 'Kabuto Yakushi', 'Hiruzen Sarutobi', 'Dan', 'Nawaki', 'Kunugi Mokume']"
92,A Dubious Offer! Tsunade's Choice!,Search for Tsunade,Naruto,"July 21, 2004","June 23, 2007",Canon,"['Naruto Uzumaki', 'Jiraiya', 'Tsunade', 'Shizune', 'Orochimaru', 'Kabuto Yakushi', 'Dengaku']"
93,Breakdown! The Deal is Off!,Search for Tsunade,Naruto,"July 28, 2004","June 30, 2007",Canon,"['Naruto Uzumaki', 'Jiraiya', 'Tsunade', 'Shizune', 'Orochimaru', 'Kabuto Yakushi', 'Dan', 'Nawaki']"
94,Attack! Fury of the Rasengan!,Search for Tsunade,Naruto,"August 04, 2004","July 07, 2007",Canon,"['Naruto Uzumaki', 'Jiraiya', 'Tsunade', 'Shizune', 'Orochimaru', 'Kabuto Yakushi', 'Gamakichi', 'Gamatatsu', 'Nawaki']"
95,The Fifth Hokage! A Life on the Line!,Search for Tsunade,Naruto,"August 11, 2004","July 07, 2007",Canon,"['Naruto Uzumaki', 'Jiraiya', 'Tsunade', 'Shizune', 'Orochimaru', 'Kabuto Yakushi', 'Nine-Tailed Fox', 'Gamakichi', 'Gamatatsu']"
96,Deadlock! Sannin Showdown!,Search for Tsunade,Naruto,"August 11, 2004","July 14, 2007",Canon,"['Naruto Uzumaki', 'Jiraiya', 'Tsunade', 'Shizune', 'Orochimaru', 'Kabuto Yakushi', 'Gamabunta', 'Manda', 'Katsuyu', 'Gamakichi', 'Gamatatsu']"
97,Kidnapped! Naruto's Hot Spring Adventure!,Search for Tsunade,Naruto,"August 18, 2004","July 21, 2007",Filler,"['Naruto Uzumaki', 'Jiraiya', 'Tsunade', 'Shizune', 'Jirōchō Wasabi', 'Senta', 'Bunzō']"
98,Tsunade's Warning: Ninja No More!,Search for Tsunade,Naruto,"August 25, 2004","July 28, 2007",Mixed,"['Naruto Uzumaki', 'Sasuke Uchiha', 'Sakura Haruno', 'Kakashi Hatake', 'Might Guy', 'Rock Lee', 'Shikamaru Nara', 'Ino Yamanaka', 'Neji Hyūga', 'Tenten', 'Kiba Inuzuka', 'Hinata Hyūga', 'Shino Aburame', 'Tsunade', 'Shizune', 'Iruka', 'Konohamaru', 'Moegi', 'Udon', 'Koharu Utatane', 'Shikaku Nara', 'Genma Shiranui', 'Raidō Namiashi', 'Kotetsu Hagane', 'Izumo Kamizuki', 'Teuchi']"
99,The Will of Fire Still Burns!,Search for Tsunade,Naruto,"September 01, 2004","August 04, 2007",Canon,"['Naruto Uzumaki', 'Sakura Haruno', 'Rock Lee', 'Tsunade', 'Shizune', 'Kotetsu Hagane', 'Izumo Kamizuki', 'Hiruzen Sarutobi', 'Konohamaru', 'Moegi', 'Udon', 'Sexy Technique']"
100,Sensei and Student: The Bond of the Shinobi,Search for Tsunade,Naruto,"September 08, 2004","August 11, 2007",Mixed,"['Rock Lee', 'Might Guy', 'Kakashi Hatake', 'Tsunade', 'Shizune', 'Iruka', 'Konohamaru', 'Moegi', 'Udon', 'Neji Hyūga', 'Tenten']"
101,Gotta See! Gotta Know! Kakashi-Sensei's True Face!,,Naruto,"September 15, 2004","August 18, 2007",Filler,"['Naruto Uzumaki', 'Sasuke Uchiha', 'Sakura Haruno', 'Kakashi Hatake', 'Ino Yamanaka', 'Teuchi', 'Ayame', 'Aniki', 'Moya Triad']"
102,Mission: Help an Old Friend in the Land of Tea,Land of Tea Escort Mission,Naruto,"September 22, 2004","August 25, 2007",Filler,"['Naruto Uzumaki', 'Sasuke Uchiha', 'Sakura Haruno', 'Idate Morino', 'Tsunade', 'Aoi Rokushō', 'Kyūroku Wagarashi', 'Fukusuke Hikyakuya', 'Jirōchō Wasabi']"
103,The Race is On! Trouble on the High Seas!,Land of Tea Escort Mission,Naruto,"September 29, 2004","September 01, 2007",Filler,"['Naruto Uzumaki', 'Sasuke Uchiha', 'Sakura Haruno', 'Idate Morino', 'Ibiki Morino', 'Aoi Rokushō', 'Kyūroku Wagarashi', 'Fukusuke Hikyakuya', 'Oboro', 'Mubi', 'Kagari', 'Jirōchō Wasabi', 'Evil Minister of the Tea Daimyō']"
104,Run Idate Run! Nagi Island Awaits!,Land of Tea Escort Mission,Naruto,"October 13, 2004","September 08, 2007",Filler,"['Naruto Uzumaki', 'Sasuke Uchiha', 'Sakura Haruno', 'Idate Morino', 'Aoi Rokushō', 'Fukusuke Hikyakuya', 'Oboro', 'Mubi', 'Kagari', 'Jirōchō Wasabi', 'Ibiki Morino', 'Tsunade']"
105,A Fierce Battle of Rolling Thunder!,Land of Tea Escort Mission,Naruto,"October 20, 2004","September 15, 2007",Filler,"['Naruto Uzumaki', 'Sasuke Uchiha', 'Sakura Haruno', 'Idate Morino', 'Aoi Rokushō', 'Fukusuke Hikyakuya', 'Ibiki Morino', 'Jirōchō Wasabi', 'Genin']"
106,The Last Leg: A Final Act of Desperation,Land of Tea Escort Mission,Naruto,"October 27, 2004","September 22, 2007",Filler,"['Naruto Uzumaki', 'Sasuke Uchiha', 'Sakura Haruno', 'Idate Morino', 'Ibiki Morino', 'Aoi Rokushō', 'Kyūroku Wagarashi', 'Fukusuke Hikyakuya', 'Evil Minister of the Tea Daimyō', 'Jirōchō Wasabi', 'Tea Daimyō']"
107,The Battle Begins: Naruto vs. Sasuke,Sasuke Recovery Mission,Naruto,"November 03, 2004","October 06, 2007",Canon,"['Naruto Uzumaki', 'Sasuke Uchiha', 'Sakura Haruno', 'Shikamaru Nara', 'Ino Yamanaka', 'Chōji Akimichi', 'Asuma Sarutobi', 'Tsunade', 'Rock Lee', 'Orochimaru', 'Itachi Uchiha']"
108,Bitter Rivals and Broken Bonds,Sasuke Recovery Mission,Naruto,"November 10, 2004","October 13, 2007",Canon,"['Naruto Uzumaki', 'Sasuke Uchiha', 'Sakura Haruno', 'Kakashi Hatake', 'Jiraiya', 'Orochimaru', 'Kabuto Yakushi', 'Kidōmaru', 'Sakon', 'Tayuya', 'Jirōbō']"
109,Oto's Invitation,Sasuke Recovery Mission,Naruto,"November 17, 2004","October 20, 2007",Canon,"['Naruto Uzumaki', 'Sasuke Uchiha', 'Sakura Haruno', 'Kidōmaru', 'Sakon', 'Tayuya', 'Jirōbō', 'Teuchi']"
110,Formation! The Sasuke Recovery Team,Sasuke Recovery Mission,Naruto,"November 24, 2004","October 27, 2007",Canon,"['Naruto Uzumaki', 'Sasuke Uchiha', 'Sakura Haruno', 'Shikamaru Nara', 'Chōji Akimichi', 'Neji Hyūga', 'Kiba Inuzuka', 'Rock Lee', 'Shikaku Nara', 'Yoshino Nara', 'Tsunade', 'Kotetsu Hagane', 'Izumo Kamizuki', 'Kidōmaru', 'Sakon', 'Tayuya', 'Jirōbō']"
111,Sound vs. Leaf,Sasuke Recovery Mission,Naruto,"November 24, 2004","October 27, 2007",Canon,"['Naruto Uzumaki', 'Sasuke Uchiha', 'Shikamaru Nara', 'Chōji Akimichi', 'Neji Hyūga', 'Kiba Inuzuka', 'Rock Lee', 'Tsunade', 'Shizune', 'Kidōmaru', 'Sakon', 'Tayuya', 'Jirōbō', 'Genma Shiranui', 'Raidō Namiashi', 'Iwashi Tatami']"
112,Squad Mutiny: Everything Falls Apart!,Sasuke Recovery Mission,Naruto,"December 01, 2004","November 03, 2007",Mixed,"['Naruto Uzumaki', 'Shikamaru Nara', 'Chōji Akimichi', 'Neji Hyūga', 'Kiba Inuzuka', 'Kidōmaru', 'Sakon', 'Jirōbō']"
113,"Full Throttle Power! Chōji, Ablaze!",Sasuke Recovery Mission,Naruto,"December 08, 2004","November 03, 2007",Mixed,"['Naruto Uzumaki', 'Shikamaru Nara', 'Chōji Akimichi', 'Neji Hyūga', 'Kiba Inuzuka', 'Jirōbō', 'Asuma Sarutobi', 'Ino Yamanaka']"
114,Good-bye Old Friend…! I'll Always Believe in You!,Sasuke Recovery Mission,Naruto,"December 15, 2004","November 10, 2007",Mixed,"['Naruto Uzumaki', 'Chōji Akimichi', 'Jirōbō', 'Shikamaru Nara', 'Kiba Inuzuka', 'Kidōmaru', 'Sakon', 'Tayuya', 'Chōza Akimichi']"
115,Your Opponent is Me!,Sasuke Recovery Mission,Naruto,"December 22, 2004","November 10, 2007",Canon,"['Naruto Uzumaki', 'Neji Hyūga', 'Kidōmaru', 'Shikamaru Nara', 'Kiba Inuzuka', 'Sakon', 'Tayuya', 'Jirōbō']"
116,360 Degrees of Vision: The Byakugan's Blind Spot,Sasuke Recovery Mission,Naruto,"January 05, 2005","November 24, 2007",Canon,"['Naruto Uzumaki', 'Neji Hyūga', 'Kidōmaru', 'Sakon', 'Tayuya']"
117,Losing is Not an Option!,Sasuke Recovery Mission,Naruto,"January 05, 2005","November 24, 2007",Canon,"['Naruto Uzumaki', 'Neji Hyūga', 'Kidōmaru', 'Sakon', 'Tayuya']"
118,The Vessel Arrives Too Late,Sasuke Recovery Mission,Naruto,"January 12, 2005","December 01, 2007",Canon,"['Naruto Uzumaki', 'Shikamaru Nara', 'Kiba Inuzuka', 'Kimimaro', 'Sakon', 'Tayuya', 'Orochimaru', 'Kabuto Yakushi', ""Gen'yūmaru"", 'Kimimaro']"
119,Miscalculation: A New Enemy Appears!,Sasuke Recovery Mission,Naruto,"January 19, 2005","December 01, 2007",Canon,"['Naruto Uzumaki', 'Shikamaru Nara', 'Kiba Inuzuka', 'Kimimaro', 'Sakon', 'Tayuya', 'Orochimaru', 'Kabuto Yakushi']"
120,Roar and Howl! The Ultimate Tag-Team!,Sasuke Recovery Mission,Naruto,"February 02, 2005","December 08, 2007",Canon,"['Naruto Uzumaki', 'Shikamaru Nara', 'Kiba Inuzuka', 'Kimimaro', 'Sakon', 'Tayuya', 'Orochimaru', 'Kabuto Yakushi']"
121,To Each His Own Battle,Sasuke Recovery Mission,Naruto,"February 09, 2005","December 08, 2007",Canon,"['Naruto Uzumaki', 'Shikamaru Nara', 'Kiba Inuzuka', 'Kimimaro', 'Sakon', 'Tayuya', 'Tsume Inuzuka', 'Hana Inuzuka']"
122,Fakeout: Shikamaru's Comeback!,Sasuke Recovery Mission,Naruto,"February 16, 2005","December 15, 2007",Canon,"['Naruto Uzumaki', 'Shikamaru Nara', 'Kiba Inuzuka', 'Kimimaro', 'Tayuya']"
123,The Leaf's Handsome Devil!,Sasuke Recovery Mission,Naruto,"February 23, 2005","December 15, 2007",Canon,"['Naruto Uzumaki', 'Sasuke Uchiha', 'Shikamaru Nara', 'Kiba Inuzuka', 'Rock Lee', 'Might Guy', 'Kimimaro', 'Tayuya', 'Tsunade', 'Genma Shiranui', 'Raidō Namiashi']"
124,The Beast Within,Sasuke Recovery Mission,Naruto,"March 02, 2005","December 22, 2007",Canon,"['Naruto Uzumaki', 'Sasuke Uchiha', 'Shikamaru Nara', 'Kiba Inuzuka', 'Rock Lee', 'Might Guy', 'Kimimaro', 'Sakon and Ukon', 'Tayuya', 'Tsunade', 'Neji Hyūga', 'Gaara', 'Temari', 'Kankurō']"
125,The Sand Shinobi: Allies of the Leaf,Sasuke Recovery Mission,Naruto,"March 09, 2005","December 22, 2007",Canon,"['Naruto Uzumaki', 'Shikamaru Nara', 'Kiba Inuzuka', 'Rock Lee', 'Gaara', 'Temari', 'Kankurō', 'Kimimaro', 'Sakon and Ukon', 'Tayuya', 'Kamatari']"
126,Showdown: Gaara vs. Kimimaro,Sasuke Recovery Mission,Naruto,"March 16, 2005","December 29, 2007",Mixed,"['Naruto Uzumaki', 'Sasuke Uchiha', 'Rock Lee', 'Gaara', 'Kimimaro', 'Kimimaro', 'Orochimaru', 'Neji Hyūga', 'Zabuza Momochi', 'Haku', 'Kaguya Clan Patriarch']"
127,Vengeful Strike! The Bracken Dance!,Sasuke Recovery Mission,Naruto,"March 30, 2005","December 29, 2007",Mixed,"['Naruto Uzumaki', 'Rock Lee', 'Gaara', 'Kimimaro', 'Orochimaru', 'Kabuto Yakushi', 'Rasa', 'Sakon', 'Kidōmaru', 'Tayuya', 'Jirōbō']"
128,A Cry on Deaf Ears,Sasuke Recovery Mission,Naruto,"March 30, 2005","January 05, 2008",Canon,"['Naruto Uzumaki', 'Sasuke Uchiha', 'Itachi Uchiha']"
129,Brothers: Distance Among the Uchiha,Sasuke Recovery Mission,Naruto,"April 06, 2005","January 05, 2008",Canon,"['Naruto Uzumaki', 'Sasuke Uchiha', 'Itachi Uchiha', 'Fugaku Uchiha', 'Mikoto Uchiha', 'Shikamaru Nara', 'Chōji Akimichi', 'Hiruzen Sarutobi', 'Inabi Uchiha', 'Yashiro Uchiha', 'Kōta']"
130,"Father and Son, the Broken Crest",Sasuke Recovery Mission,Naruto,"April 13, 2005","January 12, 2008",Mixed,"['Naruto Uzumaki', 'Sasuke Uchiha', 'Fugaku Uchiha', 'Mikoto Uchiha']"
131,The Secrets of the Mangekyō Sharingan,Sasuke Recovery Mission,Naruto,"April 20, 2005","January 12, 2008",Mixed,"['Naruto Uzumaki', 'Sasuke Uchiha', 'Itachi Uchiha', 'Mikoto Uchiha', 'Shikamaru Nara', 'Chōji Akimichi', 'Uruchi Uchiha', 'Kōta']"
132,For a Friend…,Sasuke Recovery Mission,Naruto,"April 27, 2005","January 19, 2008",Canon,"['Naruto Uzumaki', 'Sasuke Uchiha', 'Kakashi Hatake', 'Pakkun', 'Tsunade', 'Sakura Haruno']"
133,A Plea from a Friend,Sasuke Recovery Mission,Naruto,"May 04, 2005","January 19, 2008",Canon,"['Naruto Uzumaki', 'Sasuke Uchiha', 'Kakashi Hatake', 'Pakkun', 'Iruka Umino', 'Nine-Tailed Fox']"
134,The End of Tears,Sasuke Recovery Mission,Naruto,"May 11, 2005","January 26, 2008",Canon,"['Naruto Uzumaki', 'Sasuke Uchiha', 'Kakashi Hatake', 'Pakkun', 'Itachi Uchiha']"
135,The Promise That Could Not Be Kept,Sasuke Recovery Mission,Naruto,"May 18, 2005","January 26, 2008",Canon,"['Naruto Uzumaki', 'Sakura Haruno', 'Kakashi Hatake', 'Jiraiya', 'Tsunade', 'Shikamaru Nara', 'Temari', 'Shikaku Nara', 'Chōza Akimichi', 'Neji Hyūga', 'Shizune', 'Sasuke Uchiha', 'Orochimaru', 'Kabuto Yakushi', 'Kiba Inuzuka', 'Ino Yamanaka', 'Hana Inuzuka']"
136,Deep Cover?! A Super S-Ranked Mission!,Land of Rice Fields Investigation Mission,Naruto,"May 25, 2005","February 02, 2008",Filler,"['Naruto Uzumaki', 'Sakura Haruno', 'Jiraiya', 'Sasame', 'Tsunade', 'Shizune', 'Teuchi']"
137,"A Town of Outlaws, The Shadow of the Fūma Clan",Land of Rice Fields Investigation Mission,Naruto,"June 01, 2005","February 02, 2008",Filler,"['Naruto Uzumaki', 'Sakura Haruno', 'Jiraiya', 'Sasame', 'Kamikiri', 'Jigumo', 'Kagerō', 'Hanzaki', 'Kimimaro']"
138,Pure Betrayal and a Fleeting Plea,Land of Rice Fields Investigation Mission,Naruto,"June 08, 2005","February 09, 2008",Filler,"['Naruto Uzumaki', 'Sakura Haruno', 'Jiraiya', 'Sasame', 'Kamikiri', 'Jigumo', 'Kagerō', 'Kagerō', 'Orochimaru']"
139,Pure Terror! The House of Orochimaru!,Land of Rice Fields Investigation Mission,Naruto,"June 15, 2005","February 09, 2008",Filler,"['Naruto Uzumaki', 'Sakura Haruno', 'Jiraiya', 'Sasame', 'Kotohime', 'Hanzaki', 'Gamakichi', 'Orochimaru', 'Kabuto Yakushi']"
140,Two Heartbeats: Kabuto's Trap,Land of Rice Fields Investigation Mission,Naruto,"June 22, 2005","February 16, 2008",Filler,"['Naruto Uzumaki', 'Sakura Haruno', 'Sasame', 'Arashi', 'Kamikiri', 'Jigumo', 'Kagerō', 'Orochimaru', 'Kabuto Yakushi', 'Gamakichi']"
141,Sakura's Determination!,Land of Rice Fields Investigation Mission,Naruto,"June 29, 2005","February 16, 2008",Mixed,"['Naruto Uzumaki', 'Sakura Haruno', 'Jiraiya', 'Sasame', 'Arashi', 'Kamikiri', 'Jigumo', 'Hanzaki', 'Tsunade', 'Shikamaru Nara', 'Gamakichi']"
142,The Three Villains from the Maximum Security Prison,Mizuki Tracking Mission,Naruto,"July 06, 2005","February 23, 2008",Mixed,"['Naruto Uzumaki', 'Sakura Haruno', 'Iruka Umino', 'Tsunade', 'Shizune', 'Jiraiya', 'Shikamaru Nara', 'Ino Yamanaka', 'Chōji Akimichi', 'Kiba Inuzuka', 'Shino Aburame', 'Hinata Hyūga', 'Rock Lee', 'Neji Hyūga', 'Tenten', 'Temari', 'Kankurō', 'Might Guy', 'Asuma Sarutobi', 'Kurenai Yūhi', 'Hiashi Hyūga', 'Kotetsu Hagane', 'Izumo Kamizuki', 'Mizuki', 'Fūjin', 'Raijin', 'Konohamaru', 'Moegi', 'Udon']"
143,Tonton! I'm Counting on You!,Mizuki Tracking Mission,Naruto,"July 13, 2005","February 23, 2008",Filler,"['Naruto Uzumaki', 'Iruka Umino', 'Pakkun', 'Kakashi Hatake', 'Tsunade', 'Shizune', 'Asuma Sarutobi', 'Kurenai Yūhi', 'Mizuki', 'Tsubaki (anime)', 'Fūjin', 'Raijin']"
144,A New Squad! Two People and a Dog?!,Mizuki Tracking Mission,Naruto,"July 20, 2005","March 01, 2008",Filler,"['Naruto Uzumaki', 'Iruka Umino', 'Pakkun', 'Mizuki', 'Fūjin', 'Raijin', 'Hiruzen Sarutobi', 'Shikamaru Nara', 'Ino Yamanaka', 'Chōji Akimichi', 'Iruka Umino', 'Mizuki']"
145,A New Formation: Ino–Shika–Chō!,Mizuki Tracking Mission,Naruto,"July 27, 2005","March 01, 2008",Filler,"['Naruto Uzumaki', 'Iruka Umino', 'Pakkun', 'Mizuki', 'Fūjin', 'Raijin', 'Hiruzen Sarutobi', 'Shikamaru Nara', 'Ino Yamanaka', 'Chōji Akimichi']"
146,Remaining Ambition: Orochimaru's Shadow,Mizuki Tracking Mission,Naruto,"August 10, 2005","March 08, 2008",Filler,"['Naruto Uzumaki', 'Iruka Umino', 'Pakkun', 'Mizuki', 'Tsubaki (anime)', 'Fūjin', 'Raijin', 'Orochimaru', 'Tsunade', 'Shikamaru Nara', 'Ino Yamanaka', 'Chōji Akimichi', 'Iwashi Tatami', 'Tonbo Tobitake']"
147,A Clash of Fate: You Can't Bring Me Down!,Mizuki Tracking Mission,Naruto,"August 17, 2005","March 08, 2008",Filler,"['Naruto Uzumaki', 'Iruka Umino', 'Pakkun', 'Shikamaru Nara', 'Ino Yamanaka', 'Chōji Akimichi', 'Tsunade', 'Sakura Haruno', 'Mizuki', 'Tsubaki (anime)', 'Fūjin', 'Raijin']"
